Id;Score;Date
2857;No terminado;2019-03-01 17:01:15+01
2853;No terminado;2019-03-01 16:59:42+01
2853;No terminado;2019-03-01 16:59:25+01
2870;No terminado;2019-03-01 16:58:56+01
2870;No terminado;2019-03-01 16:58:52+01
2821;3;2019-03-01 16:57:19+01
2872;No terminado;2019-03-01 16:56:36+01
2855;2;2019-03-01 16:56:32+01
2857;No terminado;2019-03-01 16:55:55+01
2871;2;2019-03-01 16:54:59+01
2853;No terminado;2019-03-01 16:54:11+01
2854;No terminado;2019-03-01 16:53:59+01
2863;4.5;2019-03-01 16:53:35+01
2863;No terminado;2019-03-01 16:53:23+01
2853;No terminado;2019-03-01 16:53:13+01
2857;No terminado;2019-03-01 16:53:09+01
2856;4.5;2019-03-01 16:53:01+01
2863;No terminado;2019-03-01 16:52:59+01
2863;No terminado;2019-03-01 16:52:57+01
2852;3;2019-03-01 16:52:47+01
2852;No terminado;2019-03-01 16:52:33+01
2770;4.5;2019-03-01 16:52:07+01
2862;2.5;2019-03-01 16:51:50+01
2852;No terminado;2019-03-01 16:51:23+01
2869;No terminado;2019-03-01 16:50:51+01
2866;5;2019-03-01 16:50:44+01
2855;No terminado;2019-03-01 16:50:29+01
2770;No terminado;2019-03-01 16:50:26+01
2855;No terminado;2019-03-01 16:50:25+01
2862;No terminado;2019-03-01 16:50:19+01
2854;No terminado;2019-03-01 16:50:17+01
2863;No terminado;2019-03-01 16:50:15+01
2852;No terminado;2019-03-01 16:50:01+01
2864;No terminado;2019-03-01 16:49:36+01
2859;No terminado;2019-03-01 16:49:14+01
2773;4;2019-03-01 16:48:42+01
2861;2.5;2019-03-01 16:48:28+01
2867;3;2019-03-01 16:48:26+01
2860;2.5;2019-03-01 16:48:26+01
2857;No terminado;2019-03-01 16:47:46+01
2770;No terminado;2019-03-01 16:47:12+01
2857;No terminado;2019-03-01 16:47:09+01
2772;No terminado;2019-02-24 11:24:15+01
2772;No terminado;2019-02-24 11:24:13+01
2772;No terminado;2019-02-24 11:24:11+01
2772;No terminado;2019-02-24 11:12:43+01
2753;No terminado;2019-02-16 23:02:42+01
2753;No terminado;2019-02-16 17:20:47+01
2740;3;2019-02-16 13:32:43+01
2772;No terminado;2019-02-15 17:26:01+01
2724;No terminado;2019-02-15 16:54:36+01
2745;0.5;2019-02-09 12:14:14+01
2722;No terminado;2019-02-08 21:12:32+01
2738;No terminado;2019-02-08 18:02:24+01
2746;No terminado;2019-02-08 17:59:18+01
2753;No terminado;2019-02-08 17:52:15+01
2759;2.5;2019-02-08 17:29:52+01
2759;No terminado;2019-02-08 17:29:47+01
2745;2.5;2019-02-08 17:18:55+01
2758;No terminado;2019-02-08 17:13:51+01
2757;2.5;2019-02-08 17:13:33+01
2757;No terminado;2019-02-08 17:13:22+01
2732;No terminado;2019-02-08 17:13:15+01
2724;No terminado;2019-02-08 17:09:11+01
2745;No terminado;2019-02-08 17:08:05+01
2745;No terminado;2019-02-08 17:07:58+01
2745;No terminado;2019-02-08 17:07:44+01
2725;No terminado;2019-02-08 17:06:33+01
2757;No terminado;2019-02-08 17:05:47+01
2736;No terminado;2019-02-08 17:04:50+01
2755;No terminado;2019-02-08 17:04:28+01
2735;2.5;2019-02-08 17:04:27+01
2745;No terminado;2019-02-08 17:04:14+01
2754;No terminado;2019-02-08 17:03:45+01
2754;No terminado;2019-02-08 17:03:40+01
2734;3;2019-02-08 17:03:37+01
2743;No terminado;2019-02-08 17:03:27+01
2736;No terminado;2019-02-08 17:03:26+01
2742;No terminado;2019-02-08 17:01:43+01
2733;4.5;2019-02-08 17:01:40+01
2751;2;2019-02-08 17:01:30+01
2743;No terminado;2019-02-08 17:01:19+01
2747;3;2019-02-08 17:00:48+01
2752;No terminado;2019-02-08 17:00:46+01
2736;No terminado;2019-02-08 16:59:53+01
2736;No terminado;2019-02-08 16:59:35+01
2731;2.5;2019-02-08 16:59:03+01
2727;3;2019-02-08 16:58:20+01
2736;No terminado;2019-02-08 16:58:19+01
2740;No terminado;2019-02-08 16:57:41+01
2743;No terminado;2019-02-08 16:57:25+01
2730;No terminado;2019-02-08 16:57:23+01
2723;No terminado;2019-02-08 16:57:22+01
2724;No terminado;2019-02-08 16:56:25+01
2741;No terminado;2019-02-08 16:56:11+01
2736;No terminado;2019-02-08 16:55:24+01
2744;No terminado;2019-02-08 16:55:09+01
2719;No terminado;2019-02-08 16:54:43+01
2745;No terminado;2019-02-08 16:54:41+01
2725;No terminado;2019-02-08 16:54:28+01
2721;No terminado;2019-02-08 16:54:11+01
2722;No terminado;2019-02-08 16:54:09+01
2709;4;2019-02-08 16:53:27+01
2720;No terminado;2019-02-08 16:50:17+01
2;No terminado;2019-02-04 13:53:49+01
2311;8;2018-06-01 15:03:04+02
2308;8;2018-06-01 15:01:31+02
2276;9.5;2018-06-01 14:51:46+02
2276;8.5;2018-06-01 14:07:59+02
2300;6;2018-06-01 14:06:12+02
2222;9;2018-06-01 13:57:52+02
2295;No terminado;2018-06-01 13:49:25+02
2296;8;2018-06-01 13:47:48+02
2295;No terminado;2018-06-01 13:45:37+02
2217;No terminado;2018-06-01 13:38:22+02
2300;No terminado;2018-06-01 13:29:51+02
2253;No terminado;2018-06-01 13:26:20+02
2032;No terminado;2018-06-01 13:23:20+02
2276;9.5;2018-06-01 13:19:40+02
2276;No terminado;2018-06-01 13:17:38+02
2283;10;2018-06-01 13:14:07+02
2501;6.5;2018-06-01 13:11:38+02
2293;8.5;2018-06-01 13:02:37+02
2295;9.5;2018-06-01 13:02:10+02
2282;9.5;2018-06-01 12:56:25+02
2282;No terminado;2018-06-01 12:56:21+02
2280;5.5;2018-06-01 12:54:51+02
2294;7.5;2018-06-01 12:50:39+02
2305;9;2018-06-01 12:50:29+02
2248;7.5;2018-06-01 12:49:02+02
2296;8;2018-06-01 12:47:40+02
2296;No terminado;2018-06-01 12:45:14+02
2296;No terminado;2018-06-01 12:44:37+02
2280;2;2018-06-01 12:43:40+02
2219;10;2018-06-01 12:41:40+02
2270;9.5;2018-06-01 12:41:02+02
2243;No terminado;2018-06-01 12:40:05+02
2296;No terminado;2018-06-01 12:39:31+02
2299;4.5;2018-06-01 12:35:43+02
2244;7.5;2018-06-01 12:32:22+02
2300;6.5;2018-06-01 12:30:28+02
2299;0.5;2018-06-01 12:26:32+02
2283;10;2018-06-01 12:26:01+02
2249;No terminado;2018-06-01 12:24:44+02
2259;7.5;2018-06-01 12:16:21+02
2263;9;2018-06-01 12:14:40+02
2307;8.5;2018-06-01 12:11:36+02
2288;10;2018-06-01 12:09:51+02
2261;9;2018-06-01 12:07:30+02
2256;No terminado;2018-06-01 12:07:21+02
2307;No terminado;2018-06-01 12:06:50+02
2274;9.5;2018-06-01 12:06:16+02
2265;10;2018-06-01 12:05:07+02
2220;10;2018-06-01 12:02:41+02
2257;9.5;2018-06-01 11:59:39+02
2268;9.5;2018-06-01 11:59:37+02
2293;No terminado;2018-06-01 11:59:15+02
2526;7.5;2018-06-01 11:59:09+02
2218;8.5;2018-06-01 11:57:50+02
2310;8;2018-06-01 11:55:07+02
2268;No terminado;2018-06-01 11:54:17+02
2213;8;2018-06-01 11:50:03+02
2276;9.5;2018-06-01 11:49:39+02
2286;9.5;2018-06-01 11:47:17+02
2305;7.5;2018-06-01 11:46:33+02
2265;No terminado;2018-06-01 11:43:40+02
2260;No terminado;2018-06-01 11:43:27+02
2306;10;2018-06-01 11:41:24+02
2260;No terminado;2018-06-01 11:40:57+02
2264;9.5;2018-06-01 11:39:19+02
2280;9.5;2018-06-01 11:39:17+02
2266;10;2018-06-01 11:38:47+02
2252;8.5;2018-06-01 11:38:39+02
2220;9.5;2018-06-01 11:32:00+02
2250;9.5;2018-06-01 11:26:31+02
2253;10;2018-06-01 11:22:00+02
2249;8.5;2018-06-01 11:20:08+02
2219;10;2018-06-01 11:18:53+02
2286;7.5;2018-06-01 11:17:47+02
2259;7.5;2018-06-01 11:16:22+02
2215;8.5;2018-06-01 11:16:11+02
2300;4.5;2018-06-01 11:11:51+02
2311;7;2018-06-01 11:10:02+02
2251;9.5;2018-06-01 11:06:42+02
2531;8;2018-06-01 11:05:05+02
2261;9.5;2018-06-01 11:04:53+02
2244;6.5;2018-06-01 11:03:44+02
2284;No terminado;2018-06-01 10:56:13+02
2218;7.5;2018-06-01 10:46:05+02
2276;8.5;2018-06-01 10:45:08+02
2245;No terminado;2018-06-01 10:42:25+02
2280;9;2018-06-01 10:41:00+02
2283;10;2018-06-01 10:40:32+02
2270;9.5;2018-06-01 10:39:56+02
2265;9.5;2018-06-01 10:39:26+02
2264;9;2018-06-01 10:37:57+02
2299;8.5;2018-06-01 10:32:37+02
2500;9;2018-06-01 10:29:10+02
2256;7;2018-06-01 10:24:32+02
2305;7;2018-06-01 10:21:30+02
2263;9;2018-06-01 10:20:15+02
2276;No terminado;2018-06-01 10:18:16+02
2276;No terminado;2018-06-01 10:16:37+02
2272;8.5;2018-06-01 10:16:02+02
2253;10;2018-06-01 10:15:48+02
2276;No terminado;2018-06-01 10:15:23+02
2221;10;2018-06-01 10:08:24+02
2266;8.5;2018-06-01 10:07:27+02
2307;8.5;2018-06-01 10:06:53+02
2259;8;2018-06-01 10:04:43+02
2270;10;2018-06-01 10:04:26+02
2291;No terminado;2018-06-01 10:00:39+02
2290;8.5;2018-06-01 10:00:06+02
2526;7.5;2018-06-01 09:59:06+02
2280;10;2018-06-01 09:55:03+02
2292;8.5;2018-06-01 09:54:41+02
2291;No terminado;2018-06-01 09:51:52+02
2283;9.5;2018-06-01 09:49:45+02
2312;10;2018-06-01 09:44:56+02
2253;10;2018-06-01 09:39:26+02
2298;7.5;2018-06-01 09:32:19+02
2298;No terminado;2018-06-01 09:30:52+02
2298;No terminado;2018-06-01 09:28:46+02
2274;8;2018-06-01 09:28:17+02
2252;8;2018-06-01 09:26:24+02
2219;5;2018-06-01 09:15:42+02
2312;10;2018-06-01 09:07:36+02
2279;8.5;2018-06-01 08:52:09+02
2283;9.5;2018-06-01 08:49:18+02
2287;9.5;2018-06-01 08:41:08+02
2531;6;2018-06-01 08:26:07+02
2291;10;2018-06-01 08:21:09+02
2219;2.5;2018-06-01 08:03:04+02
2269;7;2018-06-01 07:36:08+02
2252;7.5;2018-06-01 07:23:11+02
2219;1.5;2018-06-01 07:14:47+02
2275;8;2018-06-01 03:22:30+02
2248;7.5;2018-06-01 02:06:30+02
2255;No terminado;2018-06-01 01:56:07+02
2243;8;2018-06-01 01:46:20+02
2215;7.5;2018-06-01 01:42:42+02
2251;9;2018-06-01 01:26:53+02
2248;7.5;2018-06-01 01:08:50+02
2248;No terminado;2018-06-01 01:08:45+02
2260;5.5;2018-06-01 00:44:06+02
2213;6.5;2018-06-01 00:38:06+02
2255;8;2018-06-01 00:34:50+02
2265;10;2018-06-01 00:34:25+02
2265;No terminado;2018-06-01 00:32:36+02
2251;9.5;2018-06-01 00:29:57+02
2305;No terminado;2018-06-01 00:27:02+02
2265;No terminado;2018-06-01 00:24:52+02
2258;9.5;2018-06-01 00:24:23+02
2261;8.5;2018-06-01 00:16:49+02
2218;8.5;2018-06-01 00:08:35+02
2311;8.5;2018-05-31 23:54:06+02
2265;10;2018-05-31 23:38:08+02
2265;No terminado;2018-05-31 23:36:00+02
2501;No terminado;2018-05-31 23:30:00+02
2300;2;2018-05-31 23:26:10+02
2305;No terminado;2018-05-31 23:25:08+02
2252;No terminado;2018-05-31 22:59:01+02
2295;10;2018-05-31 22:58:59+02
2248;9;2018-05-31 22:58:51+02
2255;7.5;2018-05-31 22:58:16+02
2280;9.5;2018-05-31 22:57:49+02
2256;7.5;2018-05-31 22:52:01+02
2252;No terminado;2018-05-31 22:51:43+02
2220;8;2018-05-31 22:50:04+02
2294;No terminado;2018-05-31 22:39:41+02
2257;8.5;2018-05-31 22:29:49+02
2259;No terminado;2018-05-31 22:21:36+02
2265;9.5;2018-05-31 22:17:24+02
2265;No terminado;2018-05-31 22:16:01+02
2272;9.5;2018-05-31 22:15:16+02
2265;No terminado;2018-05-31 22:09:19+02
2275;0;2018-05-31 22:06:49+02
2261;9;2018-05-31 22:00:03+02
2275;0;2018-05-31 21:56:14+02
2291;8.5;2018-05-31 21:53:21+02
2275;1.5;2018-05-31 21:22:17+02
2310;No terminado;2018-05-31 21:15:52+02
2266;8.5;2018-05-31 21:13:50+02
2526;No terminado;2018-05-31 21:04:23+02
2259;7;2018-05-31 21:02:03+02
2300;3.5;2018-05-31 20:49:37+02
2255;No terminado;2018-05-31 20:43:02+02
2215;10;2018-05-31 20:37:15+02
2502;8;2018-05-31 20:37:04+02
2298;4.5;2018-05-31 20:36:58+02
2275;2;2018-05-31 20:34:51+02
2252;7.5;2018-05-31 20:32:57+02
2274;7.5;2018-05-31 20:32:50+02
2213;3;2018-05-31 20:31:40+02
2500;8.5;2018-05-31 20:30:52+02
2288;10;2018-05-31 20:28:42+02
2287;9;2018-05-31 20:21:12+02
2257;No terminado;2018-05-31 20:16:23+02
2257;No terminado;2018-05-31 20:15:52+02
2295;10;2018-05-31 20:14:44+02
2251;10;2018-05-31 20:14:15+02
2257;No terminado;2018-05-31 20:12:25+02
2253;10;2018-05-31 20:12:02+02
2257;No terminado;2018-05-31 20:10:53+02
2255;7.5;2018-05-31 20:10:33+02
2274;No terminado;2018-05-31 20:08:46+02
2257;No terminado;2018-05-31 20:07:28+02
2268;No terminado;2018-05-31 20:05:04+02
2261;7.5;2018-05-31 20:04:34+02
2270;9;2018-05-31 20:04:23+02
2270;No terminado;2018-05-31 20:04:11+02
2270;No terminado;2018-05-31 20:04:03+02
2251;No terminado;2018-05-31 20:03:12+02
2288;9;2018-05-31 19:59:36+02
2288;10;2018-05-31 19:30:00+02
2261;4.5;2018-05-31 19:25:38+02
2261;No terminado;2018-05-31 19:25:34+02
2255;7.5;2018-05-31 19:23:20+02
2307;8;2018-05-31 19:15:25+02
2306;9;2018-05-31 19:14:03+02
2295;10;2018-05-31 19:11:04+02
2308;7.5;2018-05-31 19:10:52+02
2305;9;2018-05-31 19:10:45+02
2308;No terminado;2018-05-31 19:10:38+02
2308;No terminado;2018-05-31 19:03:30+02
2222;8.5;2018-05-31 19:00:59+02
2306;No terminado;2018-05-31 19:00:58+02
2258;No terminado;2018-05-31 18:56:53+02
2311;8;2018-05-31 18:52:17+02
2244;9;2018-05-31 18:50:44+02
2280;10;2018-05-31 18:49:53+02
2296;7.5;2018-05-31 18:45:49+02
2221;9.5;2018-05-31 18:40:26+02
2257;7.5;2018-05-31 18:36:06+02
2299;8.5;2018-05-31 18:35:31+02
2258;No terminado;2018-05-31 18:27:42+02
2255;7.5;2018-05-31 18:26:01+02
2246;10;2018-05-31 18:24:23+02
2298;5.5;2018-05-31 18:19:37+02
2276;7.5;2018-05-31 18:19:08+02
2308;No terminado;2018-05-31 18:18:07+02
2213;No terminado;2018-05-31 18:17:51+02
2312;9;2018-05-31 18:16:31+02
2500;8.5;2018-05-31 18:06:51+02
2275;3;2018-05-31 18:03:43+02
2261;7;2018-05-31 17:58:32+02
2280;9.5;2018-05-31 17:58:18+02
2251;No terminado;2018-05-31 17:53:57+02
2293;8;2018-05-31 17:53:47+02
2286;9;2018-05-31 17:53:35+02
2283;8.5;2018-05-31 17:47:30+02
2255;7.5;2018-05-31 17:46:16+02
2287;8;2018-05-31 17:41:24+02
2287;No terminado;2018-05-31 17:36:50+02
2296;No terminado;2018-05-31 17:35:26+02
2294;No terminado;2018-05-31 17:30:24+02
2265;9.5;2018-05-31 17:26:55+02
2288;6;2018-05-31 17:26:16+02
2221;10;2018-05-31 17:21:47+02
2215;No terminado;2018-05-31 17:20:25+02
2263;9;2018-05-31 17:18:46+02
2312;8.5;2018-05-31 17:16:42+02
2260;4;2018-05-31 17:14:43+02
2270;5;2018-05-31 17:11:57+02
2256;5;2018-05-31 17:10:26+02
2308;8;2018-05-31 17:09:26+02
2259;7.5;2018-05-31 17:08:07+02
2309;8;2018-05-31 17:05:27+02
2256;No terminado;2018-05-31 17:04:15+02
2222;9;2018-05-31 17:03:33+02
2256;No terminado;2018-05-31 17:03:15+02
2256;No terminado;2018-05-31 16:52:53+02
2244;9.5;2018-05-31 16:48:51+02
2213;2;2018-05-31 16:48:08+02
2250;10;2018-05-31 16:47:27+02
2250;No terminado;2018-05-31 16:47:09+02
2250;No terminado;2018-05-31 16:46:03+02
2276;7.5;2018-05-31 16:44:57+02
2288;10;2018-05-31 16:42:44+02
2253;9;2018-05-31 16:41:10+02
2283;9.5;2018-05-31 16:33:35+02
2243;7.5;2018-05-31 16:31:51+02
2218;8;2018-05-31 16:29:20+02
2296;8.5;2018-05-31 16:26:14+02
2296;No terminado;2018-05-31 16:26:09+02
2276;No terminado;2018-05-31 16:25:12+02
2312;9.5;2018-05-31 16:20:14+02
2270;9;2018-05-31 16:17:06+02
2294;No terminado;2018-05-31 16:06:03+02
2268;10;2018-05-31 16:04:49+02
2280;10;2018-05-31 16:04:42+02
2306;9.5;2018-05-31 16:04:10+02
2299;9;2018-05-31 16:03:04+02
2301;7.5;2018-05-31 16:01:50+02
2526;6;2018-05-31 16:00:02+02
2243;No terminado;2018-05-31 15:55:57+02
2310;8;2018-05-31 15:54:28+02
2291;8;2018-05-31 15:49:31+02
2261;7.5;2018-05-31 15:34:10+02
2251;No terminado;2018-05-31 15:31:20+02
2288;10;2018-05-31 15:20:21+02
2259;7.5;2018-05-31 15:15:39+02
2275;2.5;2018-05-31 15:11:56+02
2276;5.5;2018-05-31 15:03:34+02
2276;No terminado;2018-05-31 15:03:12+02
2276;No terminado;2018-05-31 15:01:45+02
2272;10;2018-05-31 14:57:53+02
2290;8;2018-05-31 14:53:33+02
2266;9;2018-05-31 14:45:52+02
2253;9.5;2018-05-31 14:36:08+02
2248;7.5;2018-05-31 14:03:24+02
2248;No terminado;2018-05-31 14:03:21+02
2249;7.5;2018-05-31 14:03:20+02
2282;No terminado;2018-05-31 13:51:52+02
2500;No terminado;2018-05-31 13:36:01+02
2256;2.5;2018-05-31 13:32:46+02
2276;5;2018-05-31 13:24:58+02
2276;No terminado;2018-05-31 13:17:17+02
2274;7.5;2018-05-31 13:16:45+02
2280;10;2018-05-31 13:10:25+02
2265;No terminado;2018-05-31 13:09:51+02
2266;No terminado;2018-05-31 13:09:35+02
2265;No terminado;2018-05-31 13:01:37+02
2253;9.5;2018-05-31 13:01:11+02
2244;No terminado;2018-05-31 12:53:42+02
2283;10;2018-05-31 12:51:12+02
2246;5;2018-05-31 12:48:06+02
2256;No terminado;2018-05-31 12:41:10+02
2219;8.5;2018-05-31 12:38:47+02
2312;9.5;2018-05-31 12:35:16+02
2299;7.5;2018-05-31 12:30:43+02
2526;No terminado;2018-05-31 12:22:54+02
2308;7.5;2018-05-31 12:11:12+02
2257;No terminado;2018-05-31 12:09:24+02
2294;9.5;2018-05-31 12:08:12+02
2257;No terminado;2018-05-31 12:05:00+02
2257;No terminado;2018-05-31 12:04:55+02
2258;8.5;2018-05-31 12:03:54+02
2220;10;2018-05-31 12:03:05+02
2301;7.5;2018-05-31 12:02:20+02
2282;9;2018-05-31 11:57:30+02
2246;4.5;2018-05-31 11:53:22+02
2270;9.5;2018-05-31 11:52:20+02
2246;No terminado;2018-05-31 11:50:21+02
2246;No terminado;2018-05-31 11:50:17+02
2290;7.5;2018-05-31 11:49:18+02
2261;7.5;2018-05-31 11:49:16+02
2290;No terminado;2018-05-31 11:49:13+02
2290;No terminado;2018-05-31 11:49:05+02
2272;8;2018-05-31 11:47:26+02
2252;No terminado;2018-05-31 11:45:37+02
2290;No terminado;2018-05-31 11:44:03+02
2218;7.5;2018-05-31 11:41:34+02
2265;9.5;2018-05-31 11:40:41+02
2249;7.5;2018-05-31 11:38:49+02
2280;9.5;2018-05-31 11:37:19+02
2248;8;2018-05-31 11:35:41+02
2308;No terminado;2018-05-31 11:32:46+02
2268;8.5;2018-05-31 11:32:42+02
2264;10;2018-05-31 11:32:15+02
2263;8.5;2018-05-31 11:31:04+02
2263;No terminado;2018-05-31 11:30:59+02
2253;No terminado;2018-05-31 11:27:50+02
2253;No terminado;2018-05-31 11:27:42+02
2283;10;2018-05-31 11:21:00+02
2221;10;2018-05-31 11:15:56+02
2218;No terminado;2018-05-31 11:15:13+02
2253;No terminado;2018-05-31 11:13:45+02
2310;No terminado;2018-05-31 11:10:48+02
2222;8;2018-05-31 11:03:25+02
2270;9;2018-05-31 10:59:52+02
2244;9;2018-05-31 10:55:39+02
2286;No terminado;2018-05-31 10:53:00+02
2258;9;2018-05-31 10:49:47+02
2274;3;2018-05-31 10:43:30+02
2312;9.5;2018-05-31 10:40:06+02
2259;6;2018-05-31 10:35:30+02
2500;No terminado;2018-05-31 10:30:31+02
2307;8.5;2018-05-31 10:29:36+02
2280;10;2018-05-31 10:28:39+02
2280;No terminado;2018-05-31 10:28:35+02
2307;No terminado;2018-05-31 10:28:26+02
2253;9;2018-05-31 10:27:35+02
2307;No terminado;2018-05-31 10:26:38+02
2307;No terminado;2018-05-31 10:26:07+02
2265;9.5;2018-05-31 10:25:42+02
2283;10;2018-05-31 10:15:37+02
2256;0;2018-05-31 10:11:17+02
2265;1;2018-05-31 10:04:08+02
2265;No terminado;2018-05-31 10:00:34+02
2279;7.5;2018-05-31 09:48:04+02
2252;6.5;2018-05-31 09:37:50+02
2286;8.5;2018-05-31 09:36:31+02
2287;7;2018-05-31 09:25:06+02
2266;10;2018-05-31 09:13:26+02
2219;8.5;2018-05-31 09:11:45+02
2219;No terminado;2018-05-31 09:03:01+02
2291;9;2018-05-31 08:47:20+02
2283;9.5;2018-05-31 08:36:11+02
2255;No terminado;2018-05-31 04:58:31+02
2255;5.5;2018-05-31 03:29:11+02
2255;No terminado;2018-05-31 03:02:18+02
2251;8;2018-05-31 01:57:50+02
2260;3;2018-05-31 01:49:01+02
2251;7.5;2018-05-31 00:53:38+02
2251;7.5;2018-05-31 00:10:40+02
2251;No terminado;2018-05-31 00:07:04+02
2251;No terminado;2018-05-31 00:06:42+02
2294;No terminado;2018-05-30 23:19:06+02
2256;No terminado;2018-05-30 22:56:33+02
2250;9.5;2018-05-30 22:52:08+02
2250;No terminado;2018-05-30 22:50:57+02
2250;No terminado;2018-05-30 22:48:39+02
2295;No terminado;2018-05-30 22:48:12+02
2295;No terminado;2018-05-30 22:30:33+02
2502;No terminado;2018-05-30 22:19:18+02
2295;No terminado;2018-05-30 22:14:55+02
2243;7.5;2018-05-30 22:13:09+02
2308;5.5;2018-05-30 22:02:58+02
2251;8;2018-05-30 21:35:57+02
2298;6;2018-05-30 21:23:49+02
2306;9.5;2018-05-30 21:18:36+02
2306;No terminado;2018-05-30 21:18:13+02
2274;7.5;2018-05-30 21:14:46+02
2306;No terminado;2018-05-30 21:11:05+02
2270;8.5;2018-05-30 21:09:46+02
2298;No terminado;2018-05-30 21:08:42+02
2274;No terminado;2018-05-30 20:48:30+02
2219;8.5;2018-05-30 20:47:34+02
2253;9;2018-05-30 20:32:05+02
2218;8;2018-05-30 20:28:41+02
2222;No terminado;2018-05-30 20:09:12+02
2251;7.5;2018-05-30 20:08:37+02
2288;10;2018-05-30 20:02:43+02
2251;No terminado;2018-05-30 20:02:12+02
2288;No terminado;2018-05-30 19:46:16+02
2222;No terminado;2018-05-30 19:45:16+02
2222;No terminado;2018-05-30 19:44:50+02
2222;No terminado;2018-05-30 19:34:28+02
2270;8;2018-05-30 19:26:20+02
2271;No terminado;2018-05-30 19:19:03+02
2310;7.5;2018-05-30 19:07:06+02
2266;8.5;2018-05-30 18:59:51+02
2294;No terminado;2018-05-30 18:50:57+02
2280;10;2018-05-30 18:49:54+02
2258;9;2018-05-30 18:38:42+02
2255;7.5;2018-05-30 18:12:26+02
2219;No terminado;2018-05-30 18:07:44+02
2286;1;2018-05-30 17:55:18+02
2244;9.5;2018-05-30 17:53:36+02
2246;3;2018-05-30 17:53:06+02
2271;No terminado;2018-05-30 17:52:55+02
2271;No terminado;2018-05-30 17:40:27+02
2294;9;2018-05-30 17:30:38+02
2301;8;2018-05-30 17:27:28+02
2296;7.5;2018-05-30 17:27:19+02
2222;8;2018-05-30 17:26:03+02
2293;No terminado;2018-05-30 17:23:17+02
2290;7.5;2018-05-30 17:22:22+02
2268;9;2018-05-30 17:21:01+02
2291;8;2018-05-30 16:56:57+02
2280;8.5;2018-05-30 16:55:35+02
2280;No terminado;2018-05-30 16:55:14+02
2282;8;2018-05-30 16:52:40+02
2294;No terminado;2018-05-30 16:52:29+02
2282;No terminado;2018-05-30 16:41:59+02
2218;8;2018-05-30 16:41:35+02
2264;9;2018-05-30 16:39:00+02
2243;5.5;2018-05-30 16:16:50+02
2217;6;2018-05-30 16:08:59+02
2263;8.5;2018-05-30 16:08:11+02
2244;9;2018-05-30 16:07:47+02
2294;5.5;2018-05-30 15:58:00+02
2264;8.5;2018-05-30 15:47:03+02
2252;No terminado;2018-05-30 15:45:19+02
2301;5.5;2018-05-30 15:33:52+02
2282;8;2018-05-30 15:04:26+02
2246;0;2018-05-30 14:32:27+02
2217;No terminado;2018-05-30 14:13:01+02
2243;3.5;2018-05-30 13:45:51+02
2294;No terminado;2018-05-30 13:26:02+02
2301;No terminado;2018-05-30 13:18:14+02
2246;0;2018-05-30 13:10:01+02
2217;6;2018-05-30 13:06:44+02
2309;5.5;2018-05-30 13:02:37+02
2260;No terminado;2018-05-30 13:00:23+02
2280;9.5;2018-05-30 12:47:06+02
2244;9;2018-05-30 12:43:40+02
2263;6.5;2018-05-30 12:16:56+02
2251;No terminado;2018-05-30 12:13:28+02
2252;No terminado;2018-05-30 12:13:26+02
2274;5.5;2018-05-30 11:24:10+02
2279;6;2018-05-30 11:13:53+02
2307;8;2018-05-30 11:05:54+02
2307;No terminado;2018-05-30 11:03:11+02
2221;9;2018-05-30 10:49:06+02
2307;No terminado;2018-05-30 10:46:14+02
2244;8;2018-05-30 10:39:19+02
2282;6;2018-05-30 10:23:55+02
2260;2.5;2018-05-30 01:56:03+02
2260;No terminado;2018-05-30 01:55:38+02
2260;No terminado;2018-05-30 01:44:52+02
2260;No terminado;2018-05-30 00:43:03+02
2502;6.5;2018-05-29 22:27:45+02
2248;No terminado;2018-05-29 21:09:31+02
2271;No terminado;2018-05-29 20:42:50+02
2271;No terminado;2018-05-29 20:34:22+02
2271;No terminado;2018-05-29 20:33:32+02
2248;5;2018-05-29 18:36:34+02
2501;No terminado;2018-05-29 16:43:11+02
2501;No terminado;2018-05-29 15:44:22+02
2264;No terminado;2018-05-29 13:10:15+02
2308;5;2018-05-29 13:04:42+02
2274;0;2018-05-29 11:11:39+02
2287;8.5;2018-05-28 21:31:49+02
2287;No terminado;2018-05-28 21:23:36+02
2280;10;2018-05-28 16:58:28+02
2271;No terminado;2018-05-27 19:59:16+02
2275;No terminado;2018-05-27 15:01:38+02
2259;6.5;2018-05-27 13:35:41+02
2287;10;2018-05-27 10:17:40+02
2291;9;2018-05-26 19:35:37+02
2291;No terminado;2018-05-26 19:33:44+02
2287;No terminado;2018-05-26 19:14:46+02
2291;No terminado;2018-05-26 12:06:03+02
2291;No terminado;2018-05-26 11:43:56+02
2291;No terminado;2018-05-26 11:39:06+02
2253;8.5;2018-05-25 18:11:49+02
2280;9.5;2018-05-25 11:44:17+02
2259;5.5;2018-05-25 11:39:08+02
2307;8.5;2018-05-25 10:10:28+02
2283;9;2018-05-25 08:44:25+02
2501;No terminado;2018-05-23 15:33:43+02
2253;7.5;2018-05-23 10:41:04+02
2264;7.5;2018-05-23 10:14:31+02
2220;10;2018-05-22 19:32:14+02
2261;No terminado;2018-05-20 21:53:47+02
2291;No terminado;2018-05-20 21:27:07+02
2291;No terminado;2018-05-20 21:14:55+02
2291;8;2018-05-20 19:23:51+02
2291;No terminado;2018-05-20 19:16:40+02
